#####################################################################
# Alchemist log file - simulation started at: 2024-10-09T03:56+0000 #
#####################################################################
#
# seed = 3.0, areas = 9, sparsity = 0.5, lossThreshold = 20.0
#
# The columns have the following meaning: 
# time AreaCount Discrepancy AreaCorrectness AverageLossTraining AverageLossValidation AverageAccuracy TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 0.0 Infinity 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1 1.0 Infinity 0.0 NaN NaN NaN 1.90 1.90 1.90 0.00 1.3372030854225159 1.3372030854225159 1.3372030854225159 0.0 0.8837209302325582 0.8837209302325582 0.8837209302325582 0.0
1.1 56.0 0.2776241621669428 0.0 1.7939517728240832 1.3473899496926203 0.8430165267011198 0.382 1.93 1.80 0.0444 0.701559841632843 1.7663410902023315 1.320215140070234 0.04361247637528009 0.6484375 0.9418604651162791 0.8513386368355482 0.004305791241617941
2.1 23.0 0.49552602826813125 0.0 0.5052314305739332 0.6786928671745607 0.8910388404392765 0.234 0.679 0.494 0.00851 0.4180009812116623 1.0338440835475922 0.6516204407172544 0.02737711303337555 0.796875 0.9453125 0.8954786129568106 0.001347778583533658
3.1 10.0 0.7059969500994978 0.0 0.28107267540952363 0.5506545807936309 0.9064956126184325 0.162 0.414 0.267 0.00506 0.2310160994529724 0.8455678820610046 0.5269416066418801 0.027353185368446765 0.8359375 0.9883720930232558 0.9107207745016611 0.0014442500382330873
4.1 9.0 0.626812638691914 0.0 0.2734932804857706 0.5320593528909447 0.9083270528280217 0.168 0.422 0.261 0.00477 0.21441368013620377 0.7938954830169678 0.5093595412160669 0.024250668337531447 0.828125 0.9883720930232558 0.912742031769103 0.00143556643010281
5.1 9.0 0.8179314600096809 0.0 0.2124765224528687 0.49209692264780586 0.9151234567901234 0.0988 0.363 0.201 0.00362 0.16567480936646461 0.8380099236965179 0.4713186261776302 0.024231386377611255 0.8359375 0.9883720930232558 0.9189453125 0.00129604121097111
6.1 9.0 0.9964429430755568 0.0 0.17935599879780403 0.47606220478077 0.9153657048521389 0.0812 0.326 0.169 0.00325 0.19101228564977646 0.846346914768219 0.4578520710180912 0.0236900380172011 0.8359375 0.9883720930232558 0.9188771802325582 0.0012011529093582526
7.1 9.0 0.5966515752636357 0.0 0.21411688303682233 0.46728576443813463 0.9191306434826301 0.0910 0.355 0.205 0.00324 0.17811182141304016 0.7689403593540192 0.450791717373899 0.02285078302743318 0.8359375 0.9883720930232558 0.921741979858804 0.0012513236230265025
8.1 9.0 0.8037581622232625 0.0 0.17798685572381273 0.4563617678934041 0.9191973738515647 0.0880 0.318 0.170 0.00263 0.18585871160030365 0.8057509958744049 0.4397699407834027 0.022249507994594474 0.8515625 0.9883720930232558 0.922640676910299 0.0011671596544595888
9.1 9.0 0.9860838182546474 0.0 0.15448091366331174 0.45145820968864886 0.9230279213321848 0.0673 0.291 0.147 0.00253 0.18105288594961166 0.822534441947937 0.4361744120584003 0.02369292286187673 0.8515625 0.9883720930232558 0.9261932879983389 0.0010914390618463196
10.1 9.0 0.545828291847382 0.0 0.18547111286694537 0.43411392120667447 0.925610218382142 0.0862 0.315 0.178 0.00258 0.13157444819808006 0.7847968935966492 0.41986959979736377 0.022579204232232242 0.8515625 0.9883720930232558 0.928289166320598 0.0011239518477754902
