#####################################################################
# Alchemist log file - simulation started at: 2024-10-08T20:57+0000 #
#####################################################################
#
# seed = 1.0, areas = 5, sparsity = 0.5, lossThreshold = 20.0
#
# The columns have the following meaning: 
# time AreaCount Discrepancy AreaCorrectness AverageLossTraining AverageLossValidation AverageAccuracy TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 0.0 Infinity 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1 1.0 Infinity 0.0 NaN NaN NaN 2.17 2.17 2.17 0.00 2.5491628646850586 2.5491628646850586 2.5491628646850586 0.0 0.6171875 0.6171875 0.6171875 0.0
1.1 56.0 0.3591021118270317 0.0 2.0970620141293903 2.5472137267583745 0.7090526313963814 0.978 2.20 2.10 0.0249 1.9455999732017517 3.734303116798401 2.5381771411214555 0.26126699261062303 0.5625 0.8515625 0.7015342358534323 0.00509107195382354
2.1 32.0 0.6782700481883481 0.0 0.8833878218360127 1.4802248005909213 0.8031967338217338 0.539 1.03 0.894 0.00904 0.7743220925331116 2.5033777356147766 1.491559331438371 0.1704438795301849 0.65625 0.9140625 0.7969746492346939 0.0034252737992137815
3.1 14.0 0.8770708725915288 0.0 0.5454026885012185 1.169403650393125 0.8322520535020533 0.364 0.683 0.556 0.00767 0.46852755546569824 2.1661511659622192 1.1818895818931716 0.13785453932397418 0.7109375 0.9453125 0.8275850823283859 0.0026989673685751847
4.1 20.0 0.8729741828691246 0.0 0.5219898559058015 1.1179307047111213 0.8376570131257631 0.349 0.710 0.534 0.0103 0.45463263988494873 2.150105655193329 1.1315874143370561 0.12462623203513629 0.71875 0.9453125 0.8329280931122449 0.002547516317612985
5.1 14.0 1.101250243269917 0.0 0.4044794038342988 1.0128442867182113 0.8484355401542901 0.240 0.539 0.415 0.00653 0.35121606290340424 2.0109094381332397 1.0242126328604562 0.11355544567771345 0.7467532467532467 0.953125 0.8444837807282004 0.00225654980384577
6.1 11.0 1.3246133871924166 0.0 0.3381570168843399 0.961648100163328 0.8541444493006993 0.182 0.450 0.347 0.00526 0.2904268577694893 1.9222590923309326 0.9722578335287315 0.10880589367454857 0.7532467532467533 0.9609375 0.8504337459415584 0.00229721061147256
7.1 15.0 0.9600788402833926 0.0 0.38579897339405067 0.9457305990547052 0.8589772900710401 0.197 0.591 0.397 0.00823 0.3096088692545891 1.744017779827118 0.9565370033628173 0.1063827774798594 0.765625 0.953125 0.8555267277365491 0.0021918975398718434
8.1 11.0 1.1935233894947541 0.0 0.32329357256267743 0.9115379756587183 0.863672109140859 0.164 0.484 0.333 0.00599 0.26306238770484924 1.6990659832954407 0.9215297020439591 0.10365619667290646 0.7578125 0.9609375 0.8605472373608535 0.0022446094629110106
9.1 11.0 1.4092178634234838 0.0 0.28031460624589366 0.8938443775316735 0.8644637307137307 0.138 0.418 0.289 0.00481 0.22994175553321838 1.6614751517772675 0.903827503323555 0.10270093214855844 0.7578125 0.9609375 0.861103461270872 0.002250723570344825
10.1 11.0 0.9357091516845829 0.0 0.3392418549079607 0.8649465244524499 0.8701053633866133 0.203 0.506 0.348 0.00526 0.24379035085439682 1.561913013458252 0.8755613401798266 0.07941273186563359 0.7734375 0.96875 0.8665135088126159 0.0019881599895982317
11.1 8.0 1.1589378271485713 0.0 0.2891425295036527 0.8490837768447996 0.8708822774447775 0.157 0.429 0.297 0.00412 0.2147759199142456 1.5328734517097473 0.8595324278409991 0.08043039246674019 0.7578125 0.96875 0.867513624768089 0.002006384077366122
12.1 7.0 1.3657523195305443 0.0 0.253856900735466 0.84454711415847 0.872568004911755 0.126 0.378 0.261 0.00362 0.1936400718986988 1.5057946145534515 0.8550593765851643 0.08165574743116812 0.765625 0.96875 0.8692130971706865 0.002020607583127719
13.1 6.0 0.9745430592972426 0.0 0.3027749370027138 0.8179991995720636 0.8771694624819626 0.163 0.443 0.311 0.00476 0.21337085962295532 1.4338349103927612 0.8286248432206256 0.07531592288479551 0.7734375 0.96875 0.8737172425788498 0.0018842017303342539
14.1 7.0 1.1930943412643942 0.0 0.2592744802350431 0.8111138423056465 0.8787783744033744 0.129 0.380 0.267 0.00390 0.1892419569194317 1.4098952114582062 0.8220508675357061 0.07525461774104576 0.7734375 0.9765625 0.87541490317718 0.0019560404613872292
15.1 8.0 1.3658931216353754 0.0 0.22759110898393747 0.8135686651940238 0.8750665827228327 0.103 0.342 0.235 0.00328 0.17142536118626595 1.3926445841789246 0.8249279479496181 0.07741966784830209 0.7734375 0.96875 0.8713727678571429 0.0021045271695472657
16.1 7.0 0.8572133813421804 0.0 0.2892225371811571 0.7866751523399601 0.8796940212565213 0.131 0.451 0.298 0.00550 0.1899278499186039 1.3606072664260864 0.7978208229344871 0.07397840481105059 0.78125 0.9765625 0.875786323051948 0.002191674954797729
17.1 7.0 1.0711236631353551 0.0 0.24499709629212188 0.7872515169064421 0.8799266705516704 0.118 0.386 0.253 0.00412 0.1711335889995098 1.3374026417732239 0.798683315182903 0.07443931972409693 0.78125 0.9765625 0.8760182339981447 0.001996220098748167
18.1 6.0 1.2799409035430434 0.0 0.2145250497253291 0.7923624449215092 0.8789948593073593 0.0942 0.347 0.221 0.00339 0.1566091552376747 1.329013466835022 0.8040765594424946 0.07776605597416784 0.78125 0.9765625 0.8749728229359925 0.002177006917270826
19.1 6.0 0.8986434554667081 0.0 0.2720611192592225 0.7635567939006729 0.8848741883116883 0.140 0.432 0.281 0.00503 0.17098011448979378 1.3567944765090942 0.7745668077176171 0.07213843288996859 0.78125 0.9765625 0.8808267625231911 0.0020905315832008575
20.1 8.0 1.1149723011351695 0.0 0.23020234711167106 0.7645120133155723 0.8846118985181486 0.107 0.382 0.238 0.00393 0.1552429050207138 1.3200148046016693 0.7757272830765162 0.07279562905574527 0.78125 0.9765625 0.8808756812384044 0.0020131740618573755
21.1 7.0 1.3026972996331614 0.0 0.20071457661479322 0.7742772461201027 0.8827950174825174 0.0847 0.398 0.209 0.00369 0.14310941472649574 1.334352970123291 0.7857230825216642 0.07593385941632114 0.7890625 0.9765625 0.8792033858998145 0.0019177659391544527
22.1 6.0 0.7193376665508717 0.0 0.257173795802753 0.7406162936037568 0.887349195942946 0.130 0.413 0.266 0.00461 0.15614651143550873 1.2802117466926575 0.7517371061923248 0.06874726771817069 0.7890625 0.9765625 0.8831984143089053 0.0019677839263653914
23.1 8.0 0.9527282874992116 0.0 0.21683038873880217 0.7446785104423943 0.8875954427516927 0.0993 0.352 0.225 0.00362 0.14153049886226654 1.2811866700649261 0.7561193155124784 0.07053584434631144 0.7890625 0.9765625 0.8838724054962894 0.0017351544350673223
24.1 7.0 1.1686370590900474 0.0 0.1884694437827467 0.7550098263686101 0.8851031433843934 0.0779 0.318 0.196 0.00297 0.13024090230464935 1.2829119563102722 0.767063378090305 0.0736436256626951 0.7890625 0.9765625 0.8814790120593692 0.0017852311735611147
25.1 6.0 0.7546039394323825 0.0 0.2426151078639982 0.7242937767560228 0.8906259885947387 0.125 0.419 0.251 0.00438 0.14706270024180412 1.2543289363384247 0.7366437687804657 0.06575358067577604 0.7890625 0.9765625 0.8864288613172542 0.0019761867335062583
26.1 7.0 0.9884193572001726 0.0 0.20267862557689859 0.7304878003851616 0.8893998883061383 0.0948 0.342 0.210 0.00343 0.13475005701184273 1.2387961447238922 0.7430485201600406 0.06755489911292939 0.796875 0.984375 0.8857548701298701 0.0017278810442988238
27.1 7.0 1.1878900561624541 0.0 0.17563348893116096 0.7431299734876124 0.8869246725496727 0.0740 0.308 0.183 0.00294 0.12357964366674423 1.2595537900924683 0.756108144564288 0.07205912233138305 0.796875 0.984375 0.8834085836038961 0.0017214427987713168
28.1 6.0 0.737425630419755 0.0 0.2313069774775205 0.7082449626584193 0.8927293886668887 0.119 0.374 0.240 0.00399 0.1384786255657673 1.2350791990756989 0.7203495326185865 0.06374359514164346 0.7890625 0.984375 0.8887298527365491 0.0018508827541415067
29.1 6.0 0.9699887565633463 0.0 0.1920676027064795 0.7158324785317693 0.891868392024642 0.0896 0.327 0.200 0.00320 0.12674494087696075 1.226526528596878 0.7281147906822818 0.06635063827787291 0.796875 0.984375 0.8883113259508348 0.001626922900676942
30.1 7.0 1.1730267289109864 0.0 0.16514256647455375 0.7293401067381013 0.8899783376345877 0.0695 0.293 0.172 0.00268 0.11588972806930542 1.2477993667125702 0.74204640516213 0.0703162448468882 0.796875 0.984375 0.8865919237012987 0.00157312647534772
31.1 6.0 0.7661482929754024 0.0 0.21901324129208777 0.6960383669255126 0.8960028686591185 0.0936 0.364 0.227 0.00396 0.1307070404291153 1.211713433265686 0.7088201735168695 0.06477207313751539 0.7890625 0.984375 0.8919820413961039 0.0016974732646943048
32.1 6.0 1.0003989293367144 0.0 0.18058948359419894 0.7067077616717715 0.8943029019591521 0.0845 0.317 0.188 0.00311 0.11946162208914757 1.2080403566360474 0.7195023196483297 0.06694804341631147 0.8046875 0.984375 0.8907989332096475 0.0015565014732984814
33.1 6.0 1.1969804734945007 0.0 0.15483238923577397 0.719883497936676 0.8927160859973359 0.0651 0.282 0.162 0.00262 0.10889870300889015 1.2226079404354095 0.733180501564805 0.07174020365887902 0.796875 0.984375 0.8890324240491652 0.0016070692318721255
34.1 6.0 0.7579167458182144 0.0 0.20925533065619456 0.6855833834282353 0.8988535596348095 0.106 0.353 0.217 0.00382 0.12297020480036736 1.1925515532493591 0.6980133741162717 0.06432425563421956 0.7890625 0.984375 0.8948410685296846 0.0016826701339769565
35.1 6.0 0.990091514202774 0.0 0.17142004839088587 0.6961556863480945 0.8970523747086248 0.0799 0.301 0.179 0.00306 0.11235172301530838 1.1994572281837463 0.7089391461174402 0.06800714304253783 0.8046875 0.984375 0.8934713445037106 0.0015536039735333936
36.1 6.0 1.1857476343747606 0.0 0.14643195879776416 0.7100268523443276 0.8964553848928849 0.0608 0.266 0.153 0.00259 0.10191645659506321 1.2085550427436829 0.7229190705942788 0.07239006001512795 0.8046875 0.984375 0.8928444602272727 0.0015908862047141772
