#####################################################################
# Alchemist log file - simulation started at: 2024-10-08T21:26+0000 #
#####################################################################
#
# seed = 1.0, areas = 5, sparsity = 0.5, lossThreshold = 40.0
#
# The columns have the following meaning: 
# time AreaCount Discrepancy AreaCorrectness AverageLossTraining AverageLossValidation AverageAccuracy TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 0.0 Infinity 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1 1.0 Infinity 0.0 NaN NaN NaN 2.17 2.17 2.17 0.00 2.5491628646850586 2.5491628646850586 2.5491628646850586 0.0 0.6171875 0.6171875 0.6171875 0.0
1.1 56.0 0.3591021118270317 0.0 2.0970620141293903 2.5472137267583745 0.7090526313963814 0.978 2.20 2.10 0.0249 1.9455999732017517 3.734303116798401 2.5381771411214555 0.26126699261062303 0.5625 0.8515625 0.7015342358534323 0.00509107195382354
2.1 23.0 0.6782700481883481 0.0 0.8833878218360127 1.4802248005909213 0.8031967338217338 0.539 1.03 0.894 0.00904 0.7743220925331116 2.5033777356147766 1.491559331438371 0.1704438795301849 0.65625 0.9140625 0.7969746492346939 0.0034252737992137815
3.1 6.0 0.8770708725915288 0.0 0.5454026885012185 1.169403650393125 0.8322520535020533 0.364 0.683 0.556 0.00767 0.46852755546569824 2.1661511659622192 1.1818895818931716 0.13785453932397418 0.7109375 0.9453125 0.8275850823283859 0.0026989673685751847
4.1 7.0 0.8139426412829114 0.0 0.5480509274406893 1.1345566676205914 0.8370114954489954 0.355 0.721 0.559 0.00953 0.44617681205272675 2.095445930957794 1.1477319332105773 0.12169007807208969 0.7421875 0.9453125 0.832582038497217 0.002415476058138185
5.1 6.0 1.0501828485414368 0.0 0.4180691501228309 1.0205866442335103 0.8479075091575092 0.246 0.557 0.428 0.00667 0.33830633759498596 1.9561400413513184 1.0322406417024987 0.11201387382601387 0.7421875 0.96875 0.8439492984693877 0.002412463786481995
6.1 5.0 1.2773007782744252 0.0 0.34816568348718685 0.9666984720890193 0.8537698586136087 0.188 0.513 0.358 0.00573 0.28081757575273514 1.8726693391799927 0.9775522267445922 0.10663833008617037 0.7421875 0.96875 0.8502018349953617 0.0023169868721700355
7.1 5.0 0.7060464264301445 0.0 0.43058315286673465 0.9826244662467378 0.8548234231046731 0.256 0.594 0.441 0.00761 0.3374403417110443 1.8921583890914917 0.993979010997074 0.11098884518124533 0.765625 0.9609375 0.8510370767625232 0.002156233539212767
8.1 5.0 0.9583575183582539 0.0 0.35388190978276973 0.9310748590603563 0.85909913003663 0.197 0.489 0.363 0.00576 0.2781864404678345 1.8077222108840942 0.941106296277472 0.10472006079140844 0.7578125 0.96875 0.855827487244898 0.002288780818448331
9.1 5.0 1.197078228019387 0.0 0.30478750183555203 0.9049003460872305 0.8617864253801754 0.154 0.419 0.313 0.00473 0.23851969093084335 1.7599919736385345 0.9148272607209427 0.10128993043345615 0.7578125 0.96875 0.858454603432282 0.0023322472354647705
10.1 5.0 0.6535274896262184 0.0 0.3752219991216001 0.8982654628856277 0.8655160117660119 0.201 0.527 0.386 0.00752 0.2531004846096039 1.798837959766388 0.9107862774814878 0.09690199845906836 0.7578125 0.96875 0.8617031684833024 0.0021502977511806288
11.1 5.0 0.9115222122046245 0.0 0.31716986469939 0.8721430822399073 0.8687927697302698 0.156 0.448 0.327 0.00563 0.22049368917942047 1.7137265801429749 0.8830621684236186 0.0949311013719084 0.7578125 0.96875 0.8654228026437848 0.0020063282873778766
12.1 5.0 1.1494427726302245 0.0 0.2766465534625282 0.8612306147580909 0.8697167936230435 0.125 0.400 0.285 0.00469 0.19708313792943954 1.6723946928977966 0.871963550336659 0.09357708025885138 0.7578125 0.96875 0.8662580444109462 0.002104497419566114
13.1 5.0 0.6210640082247237 0.0 0.3417077338498891 0.8459426483668395 0.8736260961260962 0.178 0.481 0.352 0.00641 0.21685223281383514 1.6894371509552002 0.8571399583348206 0.08999671155101752 0.7734375 0.96875 0.8699052064007421 0.0019339358644220408
14.1 5.0 0.8675291689244237 0.0 0.2910506357993221 0.8313694625108597 0.8759125076312577 0.139 0.409 0.300 0.00517 0.19343974813818932 1.6308395564556122 0.8419585609143334 0.08787202895886004 0.765625 0.9765625 0.8722297512755102 0.0020060423820708814
15.1 5.0 1.04798932271126 0.0 0.25556090730257214 0.8284262766679055 0.8774733946608947 0.111 0.368 0.264 0.00435 0.17602107301354408 1.5911738276481628 0.8391531018673309 0.08796884788183719 0.765625 0.96875 0.874090474257885 0.0019996760030858607
16.1 5.0 0.6096008309732863 0.0 0.3165829459908799 0.8046689412005072 0.8811075036075036 0.136 0.458 0.327 0.00669 0.1951572746038437 1.574762612581253 0.8161214168316552 0.08194341614444879 0.78125 0.9765625 0.8771071283627088 0.0018923520653847774
17.1 5.0 0.8587897881880057 0.0 0.269624022839484 0.7996202455413719 0.8807165924353424 0.122 0.404 0.279 0.00531 0.1747807003557682 1.530574232339859 0.810610542406461 0.08141106414182415 0.765625 0.9765625 0.8769476895871985 0.0019864118197419375
18.1 5.0 1.088147440859832 0.0 0.23663317329156347 0.8018921067686671 0.8800759657009657 0.0976 0.367 0.245 0.00439 0.1586582399904728 1.5015943944454193 0.813173047865608 0.08246335539112898 0.765625 0.9765625 0.8763443587662337 0.0020246486874092007
19.1 5.0 0.5628571115494212 0.0 0.29712614732139697 0.7749877819417087 0.8862680722055721 0.148 0.431 0.307 0.00568 0.17504243180155754 1.4634505808353424 0.7862677713190871 0.07543879551086334 0.7890625 0.9765625 0.8824302092996289 0.0018304763292831428
20.1 5.0 0.8173392012900923 0.0 0.25260794648190366 0.7726988247675555 0.8844639735264735 0.113 0.382 0.261 0.00458 0.15824899449944496 1.420598328113556 0.783936681558511 0.07556189099086376 0.7890625 0.9765625 0.880757913961039 0.0018792221964709771
21.1 5.0 1.0360460010593044 0.0 0.22116258180243337 0.7795389248159633 0.8809019452769453 0.0899 0.413 0.230 0.00435 0.14487769454717636 1.4024271070957184 0.7911273512457099 0.07758926148653493 0.78125 0.9765625 0.8769947964981447 0.0020816213318247175
22.1 5.0 0.5545248355936618 0.0 0.2813564912806173 0.75257030888373 0.889782908064158 0.135 0.413 0.291 0.00557 0.158102136105299 1.396945983171463 0.7636216149133231 0.07214230494530047 0.7890625 0.9765625 0.8860556296382189 0.001757982062525977
23.1 5.0 0.8107138608492483 0.0 0.2382501884539281 0.7535672111931155 0.8855897227772228 0.102 0.368 0.247 0.00440 0.14340968430042267 1.3578009009361267 0.7648737772500941 0.07271175065484842 0.7890625 0.9765625 0.8818504319341373 0.0017956290443182552
24.1 5.0 1.0429841289992225 0.0 0.20866569171025576 0.7617657671825134 0.8832977959540459 0.0805 0.334 0.216 0.00387 0.13107320293784142 1.3400625586509705 0.7736128947165396 0.07463875953311692 0.78125 0.9765625 0.8796201008812616 0.0019633373486580854
25.1 5.0 0.5468312531817927 0.0 0.26772281434388107 0.731455343061096 0.8906935945998447 0.131 0.405 0.277 0.00524 0.14925318956375122 1.3376151323318481 0.7428655516622322 0.0679319205994496 0.7890625 0.9765625 0.8868455762987013 0.001783066300087251
26.1 5.0 0.8035029218467782 0.0 0.22547781291189667 0.7351956359652736 0.8872333916083915 0.0982 0.360 0.234 0.00433 0.13570984080433846 1.2983228862285614 0.7470036772345858 0.06884481615609193 0.7890625 0.9765625 0.8834774321660482 0.0017501815546327477
27.1 5.0 1.0219847029476665 0.0 0.19644252375885615 0.7449054192656126 0.8858501221001222 0.0766 0.327 0.205 0.00375 0.12377239763736725 1.275217980146408 0.7571283473766276 0.07130007339574031 0.78125 0.9765625 0.8820352359693877 0.001905522566870293
28.1 5.0 0.54857533678558 0.0 0.25616271448271605 0.7156779443224272 0.8932371274558776 0.124 0.397 0.265 0.00529 0.1406112127006054 1.2828794419765472 0.7271192083800477 0.06554497473007616 0.7890625 0.984375 0.8892860766465677 0.0018468209107708174
29.1 5.0 0.8057701806565781 0.0 0.214656152782939 0.7207854921320711 0.8891678980741482 0.0922 0.352 0.223 0.00432 0.1282483972609043 1.2459866404533386 0.7327432285861245 0.06678204208584049 0.7890625 0.984375 0.8854758522727273 0.0017641378119118364
30.1 5.0 1.0205076675859344 0.0 0.18657140878952755 0.7324324405935657 0.8888993645243645 0.0715 0.319 0.194 0.00378 0.11514100804924965 1.243155837059021 0.744822399225086 0.07005698778621004 0.7890625 0.984375 0.8851497275046382 0.0018499172785146074
31.1 5.0 0.5428415327789364 0.0 0.24599966815228416 0.7004274939617394 0.8952161553724054 0.0983 0.389 0.255 0.00528 0.1326819397509098 1.2451983094215393 0.7120315175104354 0.06447668586730196 0.7890625 0.984375 0.8912627551020408 0.001743288760409982
32.1 5.0 0.801047363312908 0.0 0.2047856582468262 0.7081506014530693 0.8924817543567544 0.0876 0.344 0.213 0.00425 0.11987042427062988 1.2131935358047485 0.7201674370361226 0.06520845924258177 0.7890625 0.984375 0.8888693616651205 0.001711033106231975
33.1 5.0 1.0155428538010234 0.0 0.17677345068744463 0.7189421973190975 0.8913440205627706 0.0676 0.311 0.185 0.00359 0.1089002825319767 1.2151195108890533 0.731473533370133 0.06820052885984115 0.7890625 0.984375 0.8875666743970315 0.0018392933165907505
34.1 5.0 0.5437680796780355 0.0 0.23677401248410218 0.6885789345661509 0.8983092254967255 0.111 0.382 0.246 0.00510 0.12505553290247917 1.208803117275238 0.7002037917263806 0.06260718075233136 0.7890625 0.984375 0.8943536931818182 0.0017127746582967101
35.1 5.0 0.798601758322873 0.0 0.19615880693377125 0.6956081221839447 0.8964338092463093 0.0825 0.336 0.205 0.00418 0.11400789394974709 1.1832669377326965 0.7079468716068992 0.0642674745392131 0.796875 0.984375 0.8927502464053804 0.001631184384102017
36.1 5.0 1.0119177733534568 0.0 0.1688798315157427 0.7075918289814348 0.8951193771506272 0.0633 0.302 0.177 0.00354 0.10198925249278545 1.2090362012386322 0.7201743150861668 0.06718277707949472 0.7890625 0.984375 0.8913787105751392 0.0017330794465775193
