Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,1.255476626911305,2337.1859707832336,0.2785657051282051
1.0,0.9790014951268563,2105.030234336853,0.40861378205128207
2.0,0.8510590212990837,1915.1792132854462,0.4673878205128205
3.0,0.7642436037358585,1767.390063881874,0.48834134615384617
4.0,0.7019944718953304,1652.8576961755753,0.5004407051282052
5.0,0.6571501913215515,1562.406100153923,0.5090945512820513
6.0,0.6224523884880976,1493.1829444169998,0.5151442307692308
7.0,0.5949896498085271,1439.0986057519913,0.5194310897435898
8.0,0.5737930830104069,1395.795359969139,0.5251201923076924
9.0,0.5551381419766833,1359.051306128502,0.5291266025641026
10.0,0.5400664087655076,1330.4977116584778,0.53125
11.0,0.5269599666668002,1305.575277209282,0.5345753205128205
12.0,0.517314874470725,1285.208679318428,0.5380208333333333
13.0,0.5062244649354177,1266.7673251628876,0.5432291666666667
14.0,0.49891388455713115,1252.065697133541,0.5459535256410256
15.0,0.4891822045270963,1237.7459254860878,0.5482371794871795
16.0,0.48286444717281546,1226.4133625030518,0.5503605769230769
17.0,0.4757732983077601,1215.4505313634872,0.5530448717948718
18.0,0.47102633706785674,1206.1775967478752,0.553926282051282
19.0,0.4640357977580799,1198.442087829113,0.5564102564102564
20.0,0.45990424094799354,1189.5497499108315,0.5583333333333333
21.0,0.4553179063036444,1183.2439705729485,0.5576522435897436
22.0,0.4498121857882343,1177.0414416790009,0.5578926282051282
23.0,0.4468683991048215,1169.986595749855,0.5609375
24.0,0.44216083161528874,1165.2451833486557,0.559735576923077
25.0,0.4391419248876373,1158.2540908455849,0.5626602564102564
26.0,0.43478395323527635,1154.0146806836128,0.5630608974358975
27.0,0.4318105700598525,1149.2358834147453,0.5641826923076924
28.0,0.42863090811007987,1144.0870521068573,0.5651442307692308
29.0,0.4236915093842368,1138.757458806038,0.5670272435897435
30.0,0.4201030294096694,1133.1315606832504,0.5696714743589744
31.0,0.4170283631357923,1129.3249716162682,0.5707532051282052
32.0,0.413036527199279,1125.2337582707405,0.5716746794871795
33.0,0.4091015997352403,1122.7968430519104,0.5715945512820513
34.0,0.4079197162880188,1118.858926832676,0.571834935897436
35.0,0.4052829614733722,1114.7099266052246,0.5724358974358974
36.0,0.40137913430485894,1110.062589943409,0.575801282051282
37.0,0.39902667530897545,1105.949364721775,0.5764823717948718
38.0,0.39698567227990517,1104.3396852612495,0.5754407051282051
39.0,0.3930099165346524,1098.8386589288712,0.5798477564102564
40.0,0.38967661244204743,1095.6399509310722,0.580088141025641
41.0,0.3869353798608159,1092.0721737146378,0.5813301282051282
42.0,0.3837968862729987,1089.3299500346184,0.5811298076923077
43.0,0.38144720696623907,1084.1483207345009,0.5833333333333334
44.0,0.37962694134240954,1080.840162217617,0.5836538461538462
45.0,0.37638618720347666,1080.176816880703,0.5834134615384615
46.0,0.37355336216220825,1075.643059194088,0.5863782051282052
47.0,0.371148320134468,1073.7896255850792,0.5862179487179487
48.0,0.3682792564004968,1069.5251749157906,0.587459935897436
49.0,0.36584262541482915,1065.9897764921188,0.5891426282051282
50.0,0.36469758400715313,1063.755471765995,0.5907451923076923
51.0,0.3622325233269686,1058.7571499943733,0.5935496794871795
52.0,0.35947133764011147,1054.5865733027458,0.5953926282051282
53.0,0.35723417138998476,1052.3595541715622,0.595713141025641
54.0,0.3541524876742041,1050.3392596244812,0.5954727564102564
55.0,0.3521507862957436,1048.411347091198,0.5971153846153846
56.0,0.3492161894871906,1044.6049785017967,0.5986378205128206
57.0,0.3472757346353253,1039.9638732075691,0.5991586538461539
58.0,0.34619960584041815,1038.751006245613,0.5995192307692307
59.0,0.34317447511033533,1037.1883723139763,0.6008814102564103
