Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.7717695530978428,2201.600668668747,0.2603365384615385
1.0,0.5918893331710386,1917.5432901382446,0.3321714743589744
2.0,0.519114790795578,1740.201410293579,0.3641025641025641
3.0,0.4762821216029859,1630.9281663894653,0.383213141025641
4.0,0.4480111323114571,1557.6092138290405,0.39847756410256413
5.0,0.4248272342958327,1510.1277208328247,0.4092548076923077
6.0,0.4086185598862177,1470.887803554535,0.41971153846153847
7.0,0.39506098513467847,1436.5347588062286,0.43072916666666666
8.0,0.3831726396019743,1404.7280153036118,0.44318910256410254
9.0,0.3719337135456237,1379.931333065033,0.4503605769230769
10.0,0.3629379709287683,1355.492346405983,0.45709134615384617
11.0,0.3535761683306248,1329.1200859546661,0.4671073717948718
12.0,0.34510268336887867,1307.0182374715805,0.4768830128205128
13.0,0.3383738798663037,1284.6356757879257,0.4842948717948718
14.0,0.33014533475786456,1260.2911435365677,0.4922676282051282
15.0,0.3235348245193414,1240.2832750082016,0.5004006410256411
16.0,0.3155916996423454,1220.5032274723053,0.5078926282051283
17.0,0.3107397986718931,1198.995334148407,0.5186298076923077
18.0,0.30420827911221976,1184.6990488767624,0.5251602564102564
19.0,0.29812761110566566,1164.218988955021,0.5322115384615385
20.0,0.2915599549345316,1149.8401137590408,0.5386618589743589
21.0,0.28646387439886295,1138.4969165921211,0.5451121794871795
22.0,0.28103589188772454,1123.071528673172,0.5517628205128206
23.0,0.2760042616384606,1111.7395865917206,0.5549679487179487
24.0,0.2716940396589262,1096.39705991745,0.564463141025641
25.0,0.26652740237459727,1083.3650643229485,0.5671875
26.0,0.26174266239309907,1066.0461272597313,0.5762019230769231
27.0,0.25696559653943474,1059.0954652428627,0.5790064102564103
28.0,0.2532645119740617,1050.1364707946777,0.5827323717948718
29.0,0.2495529132695845,1039.7451642155647,0.5861378205128205
30.0,0.24549581329582204,1028.7469664812088,0.590224358974359
31.0,0.24127217142499063,1019.8183899521828,0.5940304487179487
32.0,0.23745532061430485,1011.7626680135727,0.5975160256410257
33.0,0.23413305595141337,1000.967485666275,0.6027644230769231
34.0,0.2300302636349478,990.8463406562805,0.6083733974358975
35.0,0.2273435392341614,984.4171306490898,0.6110176282051282
36.0,0.22414597465019098,974.7468445301056,0.6158653846153846
37.0,0.22097820857014916,969.8488908410072,0.615665064102564
38.0,0.21821046475413833,960.8539418578148,0.6200320512820513
39.0,0.21591491017885112,949.7881776690483,0.6268429487179488
40.0,0.21294484721182166,942.8033517003059,0.6287259615384615
41.0,0.21023128392598817,938.3812798857689,0.6316105769230769
42.0,0.20858952468467787,933.5920976400375,0.6334935897435897
43.0,0.20670862281474547,927.9296441078186,0.6346153846153846
44.0,0.20302391913735504,921.6746406555176,0.6370592948717949
45.0,0.19988405682904786,915.9004750847816,0.6387419871794872
46.0,0.1993578813649145,910.8775263428688,0.6435897435897436
47.0,0.19739822288011444,900.8339858651161,0.6451522435897435
48.0,0.19447503993517143,896.8905684351921,0.647636217948718
49.0,0.19204553248858336,890.8956626653671,0.6509615384615385
50.0,0.19102576763241286,888.8292617797852,0.6510416666666666
51.0,0.18905012432623652,874.7520116567612,0.6581330128205128
52.0,0.18695101554176075,872.5224190950394,0.6576923076923077
53.0,0.18562445502236083,868.4831792712212,0.6597355769230769
54.0,0.18379972550418303,858.5354199409485,0.6645432692307692
55.0,0.18226452045977473,856.4830728173256,0.665584935897436
56.0,0.18093869380589697,849.5565087795258,0.6695913461538462
57.0,0.178931812472198,842.5569536089897,0.6729967948717949
58.0,0.177282131872892,842.4031617045403,0.6718349358974359
59.0,0.17573368603166745,836.9314412474632,0.6749599358974359
