Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.77794413057475,2214.3124747276306,0.20669070512820512
1.0,0.5917905406161771,1917.0917446613312,0.31987179487179485
2.0,0.5180280233858457,1722.2558726072311,0.37115384615384617
3.0,0.4740299668647202,1590.9941555261612,0.4028846153846154
4.0,0.44206470679556126,1506.9512711763382,0.4250400641025641
5.0,0.4202581171083899,1446.900596022606,0.4394230769230769
6.0,0.4025009418984115,1400.1539634466171,0.4560897435897436
7.0,0.38913550344127906,1362.550502538681,0.4706730769230769
8.0,0.37500998220857507,1339.3409712314606,0.4774839743589744
9.0,0.3657462520029064,1305.6075428128242,0.4905448717948718
10.0,0.3549980588931029,1281.6808022260666,0.49947916666666664
11.0,0.346410944611804,1262.440683722496,0.5064903846153846
12.0,0.33797395545395015,1242.7709873318672,0.5108173076923077
13.0,0.330171339217889,1218.862082540989,0.5195913461538462
14.0,0.32387383611378434,1203.152648985386,0.5250400641025641
15.0,0.31570113471249334,1182.522399842739,0.5336538461538461
16.0,0.3075096696722659,1163.350761294365,0.5415865384615385
17.0,0.30132203520961165,1146.8850600123405,0.547676282051282
18.0,0.2957370434915903,1127.9796793460846,0.5560096153846154
19.0,0.28905123234628954,1111.6748604178429,0.5616185897435897
20.0,0.2828566528136862,1091.488531768322,0.5712740384615385
21.0,0.2804844413079869,1073.4889666438103,0.5784054487179487
22.0,0.2719738360160419,1066.0225313901901,0.5811698717948718
23.0,0.26665630695719367,1051.5198566913605,0.5885817307692308
24.0,0.2623727479902242,1038.9768478870392,0.5930689102564103
25.0,0.25685162420549223,1028.5531700849533,0.5969150641025641
26.0,0.2519468392637123,1019.0185168981552,0.6013621794871795
27.0,0.24722830690469408,1006.982936322689,0.6045673076923077
28.0,0.24355671536282766,993.6290100812912,0.6106169871794872
29.0,0.23958903236585158,984.3239225149155,0.6137419871794871
30.0,0.23557114643641897,972.8145473003387,0.6182291666666667
31.0,0.23285906698415967,965.1492184996605,0.6219150641025641
32.0,0.2285881570291135,954.0175033807755,0.6255208333333333
33.0,0.22672956684299553,941.5709466338158,0.6316105769230769
34.0,0.22047587888755288,938.2646424770355,0.634334935897436
35.0,0.21963481923491546,932.5551037490368,0.6357371794871794
36.0,0.21544763280639626,925.0566586852074,0.6375
37.0,0.21347051346659174,915.2088504135609,0.6440304487179487
38.0,0.21016111300877763,911.6277686953545,0.6440304487179487
39.0,0.20771414284169867,904.3593407869339,0.6487580128205128
40.0,0.20594802199973677,898.7922547459602,0.6496394230769231
41.0,0.2026173045310747,890.272522509098,0.6530448717948718
42.0,0.20119684247866287,881.6466445922852,0.6581730769230769
43.0,0.19806835564675015,875.3008299469948,0.6607371794871795
44.0,0.19692184485400394,870.6624537706375,0.6625801282051282
45.0,0.19401781367777776,864.012848585844,0.6668669871794872
46.0,0.19173337205685823,860.3484661579132,0.6678285256410257
47.0,0.19051291693870342,855.5566518008709,0.6690705128205128
48.0,0.18928557712635463,849.3177978694439,0.6719551282051283
49.0,0.18741948934731195,842.7503184378147,0.6759214743589743
50.0,0.18549184319078227,842.3600957989693,0.676161858974359
51.0,0.18358286005420432,837.5543484091759,0.6793669871794872
52.0,0.18412628151368612,834.023983925581,0.6803685897435897
53.0,0.18032905485484843,829.4107837677002,0.6813701923076924
54.0,0.17863995673481725,825.014586776495,0.6838541666666667
55.0,0.17796275694603572,821.2640990316868,0.6848958333333334
56.0,0.17687610369977036,817.0802703201771,0.6864583333333333
57.0,0.17458381638415713,810.3149882555008,0.6903044871794872
58.0,0.1731064791534643,807.2128536403179,0.6923076923076923
59.0,0.17373780439305744,806.484242618084,0.6921073717948718
