Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.8467430770301008,2467.801584482193,0.09947916666666666
1.0,0.6749095671503994,2337.9442105293274,0.23036858974358973
2.0,0.6002794438377691,2224.493688106537,0.31029647435897434
3.0,0.5522256966193558,2129.0825474262238,0.33842147435897435
4.0,0.5157235690172448,2047.6484732627869,0.3585336538461538
5.0,0.4865152931712926,1976.9192342758179,0.37512019230769234
6.0,0.4627392433870542,1916.3367776870728,0.3856971153846154
7.0,0.4430295787070328,1864.0852324962616,0.3964342948717949
8.0,0.4263862903161668,1818.8840634822845,0.4046073717948718
9.0,0.41187248612501015,1778.8050943613052,0.4121394230769231
10.0,0.40013463145513284,1744.0819673538208,0.41830929487179486
11.0,0.38935209087558065,1713.855521440506,0.4231169871794872
12.0,0.38084148085371433,1687.888278722763,0.4245592948717949
13.0,0.37199186107967064,1664.0002138614655,0.4282051282051282
14.0,0.3652208213949932,1643.3132288455963,0.42996794871794874
15.0,0.35906419782052174,1623.5184044837952,0.43485576923076924
16.0,0.3534227658297391,1606.4044822454453,0.4376602564102564
17.0,0.3488569431597581,1590.8240467309952,0.4407852564102564
18.0,0.3439616819932921,1577.1080706119537,0.4423477564102564
19.0,0.33985091529440076,1564.2213603258133,0.44483173076923077
20.0,0.334779889360777,1553.5653817653656,0.44635416666666666
21.0,0.33222425466520666,1542.4613939523697,0.4482371794871795
22.0,0.3272671127170014,1532.7703676223755,0.44979967948717947
23.0,0.3257525811804877,1525.1195483207703,0.45040064102564104
24.0,0.32241447656239536,1516.7353202104568,0.4522836538461538
25.0,0.3195012607228275,1508.9853605031967,0.4544070512820513
26.0,0.31713585979716535,1502.2269144058228,0.45576923076923076
27.0,0.3140527639256006,1495.666052699089,0.4574919871794872
28.0,0.31247503832553003,1489.2922809123993,0.459375
29.0,0.309648514110586,1483.9875395298004,0.4596554487179487
30.0,0.30794378487896507,1478.924588561058,0.46141826923076923
31.0,0.3065818148788135,1474.075295329094,0.46149839743589743
32.0,0.30332598848927383,1469.471140742302,0.46318108974358974
33.0,0.30165600094381895,1464.6605421304703,0.4658653846153846
34.0,0.30193879414115743,1460.9188915491104,0.46594551282051283
35.0,0.29848688894779796,1457.4935981035233,0.46526442307692306
36.0,0.29624801761730124,1454.0408701896667,0.46646634615384613
37.0,0.29621658830293857,1451.3784294128418,0.46626602564102565
38.0,0.2955422296573549,1447.3094563484192,0.4679086538461538
39.0,0.29218614946636356,1444.2097256183624,0.46879006410256413
40.0,0.2914807783330392,1441.0427325963974,0.4690705128205128
41.0,0.2894129889884212,1437.7127468585968,0.4705929487179487
42.0,0.28843206389241216,1434.7676795721054,0.4715945512820513
43.0,0.2876931999137441,1432.0383335351944,0.47247596153846155
44.0,0.2864224811239194,1429.8682836294174,0.4721955128205128
45.0,0.28505980355010374,1428.1093708276749,0.47231570512820514
46.0,0.28324671940135326,1425.9449067115784,0.47231570512820514
47.0,0.28270677899973184,1423.6695947647095,0.4721153846153846
48.0,0.28115731766866725,1422.277804017067,0.4723557692307692
49.0,0.2806216498325489,1419.9146820306778,0.472275641025641
50.0,0.27896633657480396,1418.0517340898514,0.47275641025641024
51.0,0.27791789685895396,1416.6768374443054,0.4737980769230769
52.0,0.27709282978789407,1414.4070792198181,0.47283653846153845
53.0,0.2751060207679847,1412.908465385437,0.4732772435897436
54.0,0.27512939927452,1412.1299922466278,0.4721955128205128
55.0,0.27310854011445956,1409.2273020744324,0.47383814102564104
56.0,0.2727961372922806,1407.6245690584183,0.47443910256410254
57.0,0.2719494410190791,1406.5006341934204,0.47375801282051283
58.0,0.27131115644584247,1404.1751556396484,0.4754807692307692
59.0,0.2712354041240513,1401.6885595321655,0.47724358974358977
