Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.7882587853958222,2222.242125272751,0.21370192307692307
1.0,0.5996650208868661,1925.191187620163,0.32800480769230766
2.0,0.5217117362684344,1725.0411653518677,0.3796073717948718
3.0,0.47426033835730086,1591.5169401168823,0.4142227564102564
4.0,0.4431144161551248,1501.2424408197403,0.4346153846153846
5.0,0.42020708050936934,1437.0242474079132,0.44963942307692306
6.0,0.40241068676207326,1387.8588664531708,0.46482371794871796
7.0,0.38902792275495185,1349.9908133745193,0.4763221153846154
8.0,0.3744420844065502,1316.4816538095474,0.4879807692307692
9.0,0.3626203678998206,1290.6552605628967,0.4962339743589744
10.0,0.35354196259886206,1268.0362837314606,0.5032852564102565
11.0,0.3439916634937831,1245.7657841444016,0.5112179487179487
12.0,0.33672852812623766,1226.723840713501,0.5187099358974359
13.0,0.32954159014668893,1206.193083703518,0.526201923076923
14.0,0.3238487008844053,1192.373595237732,0.5309695512820513
15.0,0.31499415503479006,1176.4060027003288,0.5393830128205128
16.0,0.30674605282702616,1156.8549375534058,0.5471554487179487
17.0,0.30171931775936967,1144.1616407632828,0.5514022435897435
18.0,0.29504334299252527,1133.4795258045197,0.5544070512820513
19.0,0.29011455314443935,1124.004119694233,0.5571714743589744
20.0,0.2831723474200805,1111.1244706511497,0.5608573717948718
21.0,0.2770803705883375,1098.3225430250168,0.5664262820512821
22.0,0.27373509655590506,1086.9758556485176,0.5701923076923077
23.0,0.2674720250683265,1074.2307102680206,0.5755608974358974
24.0,0.2627428294371325,1064.9798378944397,0.5774038461538461
25.0,0.2585301075078822,1052.4496879577637,0.5824919871794871
26.0,0.2522441232997492,1041.654148697853,0.5884615384615385
27.0,0.24819463590743585,1030.587474346161,0.5931089743589744
28.0,0.24473329558814816,1019.7018122076988,0.5975961538461538
29.0,0.2404217853009255,1012.3718513250351,0.6014823717948717
30.0,0.23722940646267385,999.3422673344612,0.6062900641025641
31.0,0.2337984212033454,991.927018404007,0.6107772435897436
32.0,0.23191652736805746,980.9369775056839,0.615625
33.0,0.22708333167831266,969.9739245176315,0.6209935897435898
34.0,0.2229521291335516,962.5647568106651,0.6238782051282051
35.0,0.21988910228173883,957.6454111933708,0.6245592948717948
36.0,0.21793672389997265,948.9967214465141,0.6282852564102565
37.0,0.21374546164191208,944.867762863636,0.6303285256410256
38.0,0.21236644211503605,938.25374096632,0.6327724358974359
39.0,0.20963171519765567,930.6256719827652,0.6366185897435898
40.0,0.20644403161151753,923.5807619690895,0.6389823717948718
41.0,0.20388546364295654,918.00620418787,0.6418669871794872
42.0,0.20193474312840254,913.345563352108,0.6436698717948718
43.0,0.2004641536710976,907.5984657406807,0.6452323717948718
44.0,0.1983749693349549,901.3131166696548,0.6474358974358975
45.0,0.19551636158809457,895.1017174720764,0.6498798076923077
46.0,0.1925735414213297,890.3258726596832,0.6513221153846154
47.0,0.1910637860870025,885.5775384902954,0.6539663461538462
48.0,0.1902540008028823,880.3274497389793,0.6554086538461539
49.0,0.18686557824304229,873.0427426099777,0.6588141025641026
50.0,0.18618247401904958,866.3308236598969,0.6618589743589743
51.0,0.18375889289346495,861.9243668913841,0.6646634615384616
52.0,0.18417888775520286,854.3093876242638,0.6675080128205129
53.0,0.18088379475673416,852.7191350460052,0.6677083333333333
54.0,0.18031465234334004,850.6631433367729,0.6680689102564102
55.0,0.17823724793819956,848.8482509851456,0.6694711538461539
56.0,0.17816877169069303,843.0774527192116,0.673397435897436
57.0,0.17575329755192545,837.4940305352211,0.6743189102564102
58.0,0.17406867549728797,832.951115489006,0.6764022435897435
59.0,0.17365109333488976,830.4404123425484,0.6762419871794871
