Round,TrainingLoss,ValidationLoss,ValidationAccuracy
0.0,0.8425293261953958,2482.7186131477356,0.08405448717948719
1.0,0.6733496492288851,2352.5345709323883,0.1608974358974359
2.0,0.6019450982413246,2233.733611345291,0.2439503205128205
3.0,0.5531444392378517,2135.20463013649,0.30504807692307695
4.0,0.5184007499838784,2053.02166891098,0.339463141025641
5.0,0.4889746682240635,1982.9429774284363,0.36310096153846155
6.0,0.46575659478347653,1923.1147940158844,0.37720352564102566
7.0,0.4467820589881011,1871.4384167194366,0.3893830128205128
8.0,0.42975043845050215,1827.2548534870148,0.3963541666666667
9.0,0.4161736071373558,1788.2131711244583,0.40344551282051283
10.0,0.40338989833123806,1753.995343208313,0.41073717948717947
11.0,0.3932250239101906,1724.5890599489212,0.413661858974359
12.0,0.3847583609685881,1697.3995398283005,0.41790865384615383
13.0,0.3770056158593947,1674.3843284845352,0.42183493589743587
14.0,0.3689464314296697,1653.5481972694397,0.4244791666666667
15.0,0.3610212925399259,1635.5846509933472,0.42528044871794873
16.0,0.35552329995023063,1618.9472197294235,0.42780448717948716
17.0,0.3503507297052179,1603.8102487325668,0.43233173076923076
18.0,0.34633348722084206,1590.4514935016632,0.43185096153846153
19.0,0.3402783153171525,1578.2572239637375,0.43533653846153847
20.0,0.3378096354356374,1566.5251055955887,0.43677884615384616
21.0,0.3331100475667761,1557.0411031246185,0.43713942307692305
22.0,0.3296160457289112,1547.5236543416977,0.43998397435897435
23.0,0.3270048866523666,1538.7958480119705,0.44182692307692306
24.0,0.32372261577446354,1531.3490407466888,0.4426282051282051
25.0,0.3225192951158271,1524.0315769910812,0.4439503205128205
26.0,0.318898997089317,1516.4706403017044,0.4455528846153846
27.0,0.31655673413878327,1510.4843014478683,0.4465144230769231
28.0,0.3135283954270966,1504.8887935876846,0.4469951923076923
29.0,0.3107707099202741,1499.5520468950272,0.4467948717948718
30.0,0.3089281830734045,1494.92939889431,0.44759615384615387
31.0,0.3084762517500448,1490.466250538826,0.4480769230769231
32.0,0.3059116735072698,1485.5970351696014,0.45040064102564104
33.0,0.3049985971057648,1480.9886775016785,0.4515224358974359
34.0,0.30188658458777634,1476.262773513794,0.45224358974358975
35.0,0.29998389084429655,1473.7346427440643,0.45232371794871795
36.0,0.2984593090567485,1470.122524023056,0.4512820512820513
37.0,0.2973072639960987,1465.1455737352371,0.4540464743589744
38.0,0.2947451111496349,1462.333251953125,0.4548076923076923
39.0,0.2940284772671484,1459.6525282859802,0.45484775641025643
40.0,0.29163932000012904,1456.888104557991,0.4546875
41.0,0.291761456605646,1453.3117448091507,0.45552884615384615
42.0,0.29098250523436753,1449.2096991539001,0.4581730769230769
43.0,0.2882743278884557,1446.7241246700287,0.4588541666666667
44.0,0.28823869501518196,1444.4650559425354,0.4591746794871795
45.0,0.2850925920402366,1441.969604730606,0.4592948717948718
46.0,0.2840070830159618,1440.3193660974503,0.45737179487179486
47.0,0.2842712126424715,1437.8918013572693,0.4575721153846154
48.0,0.2826778706337001,1436.3682721853256,0.45881410256410254
49.0,0.28082689142183553,1433.2776950597763,0.46141826923076923
50.0,0.2811275785115749,1432.7182372808456,0.4596554487179487
51.0,0.2791110323341638,1430.2857919931412,0.4608573717948718
52.0,0.2778641968223145,1428.2021857500076,0.4621794871794872
53.0,0.27699244752353547,1426.932982325554,0.4607772435897436
54.0,0.27550142496518787,1423.9555171728134,0.4636217948717949
55.0,0.2747184711257169,1422.6782493591309,0.46442307692307694
56.0,0.2740108253280814,1420.7666603326797,0.4641426282051282
57.0,0.2735593136233708,1419.1384987831116,0.4645432692307692
58.0,0.27297351603177317,1416.7038769721985,0.46510416666666665
59.0,0.2710534696107754,1414.6676672697067,0.4657451923076923
